duration_total_minutes,n_lightnings,n_cloud_ground,n_intra_cloud,ic_ratio,mean_dist,std_dist,min_dist,mean_amplitude,max_amplitude,mean_azimuth_sin,mean_azimuth_cos,std_azimuth,start_hour,start_month,start_dayofyear,airport_Ajaccio,airport_Bastia,airport_Biarritz,airport_Nantes,airport_Pise
6.016666666666667,7,5,2,0.2857142857142857,15.827550219866836,1.4256047920175985,14.313391140930593,12.012857142857143,23.96,0.5015197316826476,0.8513088197788562,9.579397471014085,21,1,2,True,False,False,False,False
0.0,1,1,0,0.0,12.875968271727636,0.0,12.875968271727636,13.74,13.74,0.6510472584743996,0.7590371975291911,0.0,6,1,12,True,False,False,False,False
0.0,2,1,1,0.5,8.700188087075729,3.326891745637901,6.347720373461618,19.08,25.34,-0.5832441247443911,0.5884851925099982,48.15443992760374,7,1,12,True,False,False,False,False
0.0,2,1,1,0.5,2.7813670863783724,0.3564023733540467,2.5293525513487465,28.695,32.58,0.3700972739053602,-0.9289818744147796,0.3685236678279033,14,2,38,True,False,False,False,False
0.0,2,1,1,0.5,17.875328129384627,0.0733242913342217,17.8234800257565,11.175,11.78,-0.2854375959872046,0.9577514926046122,2.8509679584451515,14,2,38,True,False,False,False,False
52.25,51,28,23,0.4509803921568627,9.485322085888582,4.949727809056871,0.9654976150656398,30.223921568627446,241.64,0.1555524474745125,0.1019719230861687,97.82805356663452,14,2,56,True,False,False,False,False
0.0,2,2,0,0.0,14.027840052174188,5.1365639329722885,10.39574086317124,47.76,50.29,0.8804995041996453,-0.4107451978596451,19.360053516793943,17,2,58,True,False,False,False,False
39.766666666666666,63,27,36,0.5714285714285714,13.002742859481566,4.800127324726145,0.9458219457145832,14.376984126984128,94.46,0.0937512568516901,-0.0419569203122783,94.70347021093338,11,3,65,True,False,False,False,False
13.4,16,6,10,0.625,13.632362693000484,2.328960780190137,7.832588525133553,34.019375000000004,170.23,-0.8835330521338358,0.435224986011286,10.32244125037048,6,3,66,True,False,False,False,False
0.0,1,1,0,0.0,15.29292996438877,0.0,15.29292996438877,62.11,62.11,0.6814185279188392,-0.7318939744313532,0.0,13,3,77,True,False,False,False,False
28.28333333333333,3,2,1,0.3333333333333333,17.195973743114983,3.869888892156125,12.731671506457964,5.25,7.01,0.8309634489442391,0.5468979312196438,7.171099514837491,16,3,83,True,False,False,False,False
34.81666666666667,45,11,34,0.7555555555555555,11.62878104539798,4.457785916580355,1.54025708178581,14.187111111111108,110.2,0.0980298931343831,0.5836453922330825,124.16552485836311,23,5,131,True,False,False,False,False
10.266666666666667,3,2,1,0.3333333333333333,7.0865292061942045,0.9453353505662676,6.025010445874763,45.55666666666667,58.42,-0.2241141268206043,-0.5091851885337709,71.36980317332676,2,5,133,True,False,False,False,False
25.08333333333333,12,6,6,0.5,14.209090845877272,2.7170807632621754,9.765446850655154,53.08833333333334,138.38,0.6574102715856643,0.70818811723173,15.606376835603028,3,5,133,True,False,False,False,False
2.7333333333333334,3,2,1,0.3333333333333333,15.378426909094804,3.6584688778713104,12.16673217017695,15.15,16.76,0.9705421150780824,0.023363534073136,17.013739255392863,2,5,150,True,False,False,False,False
6.2,8,3,5,0.625,15.844353688697716,0.919096553719171,14.360998180218408,13.43875,21.06,-0.6096642968996935,0.7819892385664925,7.964731968905935,8,5,150,True,False,False,False,False
28.366666666666667,2,2,0,0.0,17.863986228062558,2.094615449907707,16.38286943945471,47.825,62.26,0.8160523180276509,0.36873294252379,37.37532257811413,13,6,159,True,False,False,False,False
0.0,1,1,0,0.0,18.9216730475745,0.0,18.9216730475745,18.8,18.8,0.9288254511023628,0.3705175857965347,0.0,12,6,161,True,False,False,False,False
