duration_total_minutes,n_lightnings,n_cloud_ground,n_intra_cloud,mean_dist,std_dist,mean_azimuth_sin,mean_azimuth_cos,std_azimuth,start_hour,start_dayofyear,cg_ratio,log_n_lightnings,amplitude_range,severity_proxy,day_sin,danger_proxy,amp_activity
6.016666666666667,7,5,2,15.827550219866836,1.4256047920175985,0.5015197316826476,0.8513088197788562,9.579397471014085,21,2,0.7142857142857143,2.0794415416798357,11.947142857142858,42.930556882704195,0.017213356155834685,0.11700605390003575,24.980034177122484
0.0,1,1,0,12.875968271727636,0.0,0.6510472584743996,0.7590371975291911,0.0,6,12,1.0,0.6931471805599453,0.0,9.523842260893648,0.1882267098432442,0.049953067561579585,9.523842260893648
0.0,2,1,1,8.700188087075729,3.326891745637901,-0.5832441247443911,0.5884851925099982,48.15443992760374,7,12,0.5,1.0986122886681096,6.260000000000002,17.564349555389015,0.1882267098432442,0.09433499715958756,20.96152246778753
0.0,2,1,1,2.7813670863783724,0.3564023733540467,0.3700972739053602,-0.9289818744147796,0.3685236678279033,14,38,0.5,1.0986122886681096,3.884999999999998,22.582735142643017,0.5947266869607634,0.1963949961006469,31.524679623331405
0.0,2,1,1,17.875328129384627,0.0733242913342217,-0.2854375959872046,0.9577514926046122,2.8509679584451515,14,38,0.5,1.0986122886681096,0.6049999999999986,8.165273786996154,0.5947266869607634,0.036823540578654945,12.276992325866125
52.25,51,28,23,9.485322085888582,4.949727809056871,0.1555524474745125,0.1019719230861687,97.82805356663452,14,56,0.5490196078431373,3.9512437185814275,211.41607843137254,813.6733643579315,0.811539059007361,1.7132027045853322,119.42208024893692
0.0,2,2,0,14.027840052174188,5.1365639329722885,0.8804995041996453,-0.4107451978596451,19.360053516793943,17,58,1.0,1.0986122886681096,2.530000000000001,55.24921199711923,0.8311706263658079,0.0964055169259425,52.46972290678891
39.766666666666666,63,27,36,13.002742859481566,4.800127324726145,0.0937512568516901,-0.0419569203122783,94.70347021093338,11,65,0.42857142857142855,4.1588830833596715,80.08301587301587,314.76003803114975,0.8919813464595485,1.7124919972836907,59.79219607544481
13.4,16,6,10,13.632362693000484,2.328960780190137,-0.8835330521338358,0.435224986011286,10.32244125037048,6,66,0.375,2.833213344056216,136.210625,331.25228467368595,0.8996308696522433,0.22031029109056005,96.38414720645245
0.0,1,1,0,15.29292996438877,0.0,0.6814185279188392,-0.7318939744313532,0.0,13,77,1.0,0.6931471805599453,0.0,43.051371384578204,0.9657399376548549,0.042542819620224694,43.051371384578204
28.28333333333333,3,2,1,17.195973743114983,3.869888892156125,0.8309634489442391,0.5468979312196438,7.171099514837491,16,83,0.6666666666666666,1.3862943611198906,1.7599999999999998,7.701272143563448,0.9873494423939864,0.0800057216742649,7.278045395879426
34.81666666666667,45,11,34,11.62878104539798,4.457785916580355,0.0980298931343831,0.5836453922330825,124.16552485836311,23,131,0.24444444444444444,3.828641396489095,96.0128888888889,273.83671280663765,0.7856498550787147,0.9782106967067689,54.31736089659039
10.266666666666667,3,2,1,7.0865292061942045,0.9453353505662676,-0.2241141268206043,-0.5091851885337709,71.36980317332676,2,133,0.6666666666666666,1.3862943611198906,12.86333333333333,64.18092990399096,0.7638886127905428,0.15638585837452218,63.154950111418486
25.08333333333333,12,6,6,14.209090845877272,2.7170807632621754,0.6574102715856643,0.70818811723173,15.606376835603028,3,133,0.5,2.5649493574615367,85.29166666666666,269.27504642627423,0.7638886127905428,0.1807551675327709,136.16888647203723
2.7333333333333334,3,2,1,15.378426909094804,3.6584688778713104,0.9705421150780824,0.023363534073136,17.013739255392863,2,150,0.6666666666666666,1.3862943611198906,1.6100000000000012,18.41274195807752,0.545240438540651,0.08343849289776699,21.00235957096634
6.2,8,3,5,15.844353688697716,0.919096553719171,-0.6096642968996935,0.7819892385664925,7.964731968905935,8,150,0.375,2.1972245773362196,7.621249999999998,29.195359245184893,0.545240438540651,0.0902476743279049,29.52795178867712
28.366666666666667,2,2,0,17.863986228062558,2.094615449907707,0.8160523180276509,0.36873294252379,37.37532257811413,13,159,1.0,1.0986122886681096,14.434999999999995,68.3996010924765,0.4093559588156213,0.06320085947228817,52.54113270555234
0.0,1,1,0,18.9216730475745,0.0,0.9288254511023628,0.3705175857965347,0.0,12,161,1.0,0.6931471805599453,0.0,13.031166994526972,0.3777079652039649,0.034793622950474896,13.031166994526972
67.63333333333334,80,33,47,12.495554612151624,5.132132259240875,0.8207444319635545,-0.3997666101087886,32.262638384607655,11,171,0.4125,4.394449154672439,49.314,228.33184396889646,0.21352091543979612,1.2275614773063497,67.83271715152378
3.45,4,2,2,17.663980482307487,1.6853601334756516,-0.0314878035765135,-0.9141015748329776,27.748047897087748,11,197,0.5,1.6094379124341003,6.452500000000001,21.346036768821367,-0.23030567023061196,0.06396068999127758,20.886480508613534
6.0,8,2,6,13.169235786240996,3.8976272693309695,-0.5441019745230914,0.3423493729013972,132.70295141369152,5,205,0.25,2.1972245773362196,25.088749999999997,50.54715140161972,-0.3617137307297674,0.12837412372378942,45.96868468859538
110.2,478,122,356,13.877808198118489,3.979556480886974,0.4848005441419913,-0.495144387767299,50.4649844347434,10,206,0.25523012552301255,6.171700597410915,130.66797071129707,686.8911948858589,-0.37770796520396466,1.2624456466276963,74.50495037304992
51.53333333333333,3,3,0,19.419054695107025,0.3581141791740476,0.9038324263450552,0.240295849639058,25.468150691808795,13,224,1.0,1.3862943611198906,31.21,116.44872633407081,-0.6420547132365636,0.06913404777133049,73.18247932351902
23.183333333333334,11,2,9,17.817778607189283,2.2213799963885394,0.8497401713368451,0.3925656044373576,22.234037450044543,12,243,0.18181818181818182,2.4849066497880004,10.560909090909092,19.687132212932525,-0.8543221697498269,0.0759606751838816,18.28665393639442
4.633333333333334,17,3,14,16.205706407643518,1.059157429327798,0.9949717197423464,0.0370236024809996,5.511520804513356,14,243,0.17647058823529413,2.8903717578961645,163.49235294117645,255.6188172468966,-0.8543221697498269,0.09813924587598176,60.40196886530538
33.266666666666666,36,15,21,16.232754489517482,2.3001004083255423,0.9423179614917504,-0.0680051940828097,19.616197052375263,11,244,0.4166666666666667,3.6109179126442243,46.804722222222225,165.68990204104932,-0.8631421280499115,0.21726410409060937,46.78044459105943
10.65,9,5,4,14.047977098077574,1.4947596228001236,0.7417850298146105,-0.6635607520533598,5.917071426731451,13,244,0.5555555555555556,2.302585092994046,32.66,85.64610262910102,-0.8631421280499115,0.14425168764900287,34.861138307929856
43.63333333333333,180,36,144,14.150701040720396,4.102236023392906,-0.8408613461642624,-0.1279295633944334,41.57552348080596,22,250,0.2,5.198497031265826,95.85977777777777,382.82951709854063,-0.9106046300942162,0.8940618978538707,52.81788505922331
0.0,2,1,1,14.841528506824844,2.30968296255581,0.8202356822313086,0.4489605097805614,29.360305046804434,13,254,0.5,1.0986122886681096,9.625,15.311621218569192,-0.9368813462954315,0.048784543067230554,13.694202178247986
84.38333333333334,84,38,46,16.40854681525423,2.514717430318028,0.8738613837105602,0.0608076895620007,46.66402196754412,14,254,0.4523809523809524,4.442651256490317,26.36809523809524,144.16115077520158,-0.9368813462954315,0.42215361403836454,57.674075502113816
188.9333333333333,255,98,157,16.6020877717478,2.766333143098032,0.7984285875639082,-0.1565577300239664,39.37878125630069,12,255,0.3843137254901961,5.545177444479562,49.90592156862745,275.8450446035794,-0.9427611433904206,0.8211761617496619,56.139811363789086
92.43333333333334,65,36,29,16.599872031592618,2.7678116240002386,0.8811774769013141,0.2637198405245399,23.59448137955829,12,257,0.5538461538461539,4.189654742026425,48.87553846153846,226.69342655580442,-0.9536809966304455,0.6547452006471475,58.25489321993943
18.4,7,4,3,18.53950466263614,1.2555605934308998,0.9193146105114864,-0.2993332803551492,16.044344354576374,4,260,0.5714285714285714,2.0794415416798357,24.799999999999997,72.68221612552396,-0.9679377830240641,0.09183581316940283,42.337429788601455
9.616666666666667,9,4,5,15.283710381149325,3.537271712718969,0.4616395926470993,-0.3269353284238085,59.17718284743797,5,260,0.4444444444444444,2.302585092994046,9.97444444444445,39.51170075025716,-0.9679377830240641,0.15553329609561964,33.56145694432876
