airport,alert_airport_id,start_time,end_time,duration_minutes,prox_ratio,lightning_per_minute,n_lightnings,ic_ratio,is_last_cloud,mean_amplitude,mean_maxis,max_maxis,std_maxis,lat_mean,lon_mean,lat_std,lon_std,lat_delta,lon_delta,mean_dist,min_dist,mean_azimuth_sin,mean_azimuth_cos,start_hour,start_month,start_dayofyear
Ajaccio,1.0,2016-01-02 21:22:53+00:00,2016-01-02 21:28:54+00:00,6.016666666666667,0.0,1.1634349030470914,7,0.2857142857142857,0,12.012857142857143,0.7142857142857143,2.6,0.8629958891917763,42.05219999999999,8.8813,0.0068619725055321075,0.03100392448277038,0.007600000000003604,0.06020000000000003,15.827550219866835,14.313391140930593,0.5015197316826476,0.8513088197788562,21,1,2
Ajaccio,2.0,2016-01-12 06:37:45+00:00,2016-01-12 06:37:45+00:00,0.0,0.0,1.0,1,0.0,0,13.74,0.068709,0.068709,0.0,42.0213,8.8867,0.0,0.0,0.0,0.0,12.875968271727636,12.875968271727636,0.6510472584743996,0.7590371975291911,6,1,12
Ajaccio,3.0,2016-01-12 07:25:37+00:00,2016-01-12 07:25:37+00:00,0.0,0.0,2.0,2,0.5,1,19.08,0.0772825,0.101655,0.034467920048938255,41.980199999999996,8.756499999999999,0.059255548263435265,0.03931513703397211,0.08380000000000365,0.055600000000000094,8.700188087075729,6.347720373461618,-0.5832441247443911,0.5884851925099982,7,1,12
Ajaccio,4.0,2016-02-07 14:05:14+00:00,2016-02-07 14:05:14+00:00,0.0,1.0,2.0,2,0.5,1,28.695,0.10550000000000001,0.161,0.07848885271170677,41.8996,8.81245,0.0031112698372236067,0.0010606601717798615,0.004400000000003956,-0.0015000000000000568,2.7813670863783724,2.5293525513487465,0.37009727390536024,-0.9289818744147796,14,2,38
Ajaccio,5.0,2016-02-07 14:35:39+00:00,2016-02-07 14:35:39+00:00,0.0,0.0,2.0,2,0.5,1,11.175,0.1205,0.125,0.006363961030678923,42.080600000000004,8.7561,0.001979898987322743,0.00791959594928846,-0.00280000000000058,-0.011199999999998766,17.875328129384627,17.8234800257565,-0.2854375959872046,0.9577514926046122,14,2,38
Ajaccio,6.0,2016-02-25 14:10:03+00:00,2016-02-25 15:02:18+00:00,52.25,0.21568627450980393,0.9760765550239234,51,0.45098039215686275,1,30.223921568627443,0.8661176470588237,4.568,1.318124161785358,41.93994509803923,8.83223137254902,0.05082077257864376,0.10479151967634806,-0.04959999999999809,0.19810000000000016,9.485322085888582,0.9654976150656398,0.15555244747451255,0.10197192308616874,14,2,56
Ajaccio,7.0,2016-02-27 17:26:37+00:00,2016-02-27 17:26:37+00:00,0.0,0.0,2.0,2,0.0,0,47.76,1.1055000000000001,2.16,1.491288201522429,41.85325,8.936250000000001,0.06512453454727747,0.01689985207035804,0.09209999999999496,-0.023899999999999366,14.027840052174188,10.39574086317124,0.8804995041996453,-0.4107451978596451,17,2,58
Ajaccio,8.0,2016-03-05 11:53:10+00:00,2016-03-05 12:32:56+00:00,39.766666666666666,0.06349206349206349,1.584241408214585,63,0.5714285714285714,0,14.37698412698413,0.40649206349206346,4.57,0.7287668965122696,41.90488888888889,8.810203174603174,0.08030778918376638,0.12708421130869452,-0.004800000000003024,0.37519999999999953,13.002742859481565,0.9458219457145832,0.09375125685169011,-0.04195692031227833,11,3,65
Ajaccio,9.0,2016-03-06 06:05:50+00:00,2016-03-06 06:19:14+00:00,13.4,0.0,1.1940298507462686,16,0.625,1,34.019375,0.6209999999999999,4.883,1.21359504503493,41.99005,8.66826875,0.026517088829659086,0.026492633410063308,0.05360000000000298,0.06750000000000078,13.632362693000484,7.832588525133553,-0.8835330521338358,0.435224986011286,6,3,66
Ajaccio,10.0,2016-03-17 13:33:09+00:00,2016-03-17 13:33:09+00:00,0.0,0.0,1.0,1,0.0,0,62.11,2.126,2.126,0.0,41.8105,8.9082,0.0,0.0,0.0,0.0,15.29292996438877,15.29292996438877,0.6814185279188392,-0.7318939744313532,13,3,77
Ajaccio,11.0,2016-03-23 16:15:24+00:00,2016-03-23 16:43:41+00:00,28.283333333333335,0.0,0.1060695344725987,3,0.3333333333333333,0,5.25,0.7696666666666667,1.9,0.9795408788475003,42.02633333333333,8.956833333333334,0.03306060092214426,0.03203518898544659,-0.06609999999999872,-0.029399999999998983,17.195973743114983,12.731671506457964,0.8309634489442391,0.5468979312196438,16,3,83
Ajaccio,12.0,2016-05-10 23:10:09+00:00,2016-05-10 23:44:58+00:00,34.81666666666667,0.08888888888888889,1.292484442316898,45,0.7555555555555555,1,14.187111111111108,1.212688888888889,4.456,1.512619203750751,41.99501777777778,8.821942222222221,0.07291105505679454,0.06121380744752135,0.30169999999999675,0.2256999999999998,11.62878104539798,1.54025708178581,0.0980298931343831,0.5836453922330825,23,5,131
Ajaccio,13.0,2016-05-12 02:31:21+00:00,2016-05-12 02:41:37+00:00,10.266666666666667,0.0,0.2922077922077922,3,0.3333333333333333,0,45.55666666666667,0.10866666666666668,0.182,0.06379132647416365,41.88353333333333,8.780999999999999,0.014040061728260524,0.07564053146296654,0.025300000000001432,0.1333000000000002,7.0865292061942045,6.025010445874763,-0.2241141268206043,-0.5091851885337709,2,5,133
Ajaccio,14.0,2016-05-12 03:40:47+00:00,2016-05-12 04:05:52+00:00,25.083333333333332,0.0,0.47840531561461797,12,0.5,0,53.08833333333334,0.5507500000000001,3.91,1.081327477518427,42.022625,8.90408333333333,0.01652233337031976,0.04834205459456855,0.0303999999999931,0.054700000000000415,14.209090845877272,9.765446850655154,0.6574102715856645,0.70818811723173,3,5,133
Ajaccio,15.0,2016-05-29 02:56:25+00:00,2016-05-29 02:59:09+00:00,2.7333333333333334,0.0,1.0975609756097562,3,0.3333333333333333,0,15.15,1.5783333333333331,2.778,1.1092034679594784,41.93573333333333,8.978666666666667,0.056871111588691875,0.03595724312754491,0.11030000000000229,0.07190000000000119,15.378426909094804,12.16673217017695,0.9705421150780825,0.023363534073136055,2,5,150
Ajaccio,16.0,2016-05-29 08:05:14+00:00,2016-05-29 08:11:26+00:00,6.2,0.0,1.2903225806451613,8,0.625,1,13.438749999999999,0.241875,0.405,0.10375030120438206,42.045837500000005,8.7067125,0.011352524892223924,0.021531136092379475,-0.005400000000001626,0.03669999999999973,15.844353688697716,14.360998180218408,-0.6096642968996935,0.7819892385664925,8,5,150
Ajaccio,17.0,2016-06-07 13:02:11+00:00,2016-06-07 13:30:33+00:00,28.366666666666667,0.0,0.07050528789659224,2,0.0,0,47.825,0.456,0.795,0.47941839764447924,41.99435,8.96265,0.11037936854322158,0.05395224740453344,-0.15610000000000213,0.07629999999999981,17.863986228062558,16.38286943945471,0.8160523180276509,0.36873294252379,13,6,159
Ajaccio,18.0,2016-06-09 12:57:17+00:00,2016-06-09 12:57:17+00:00,0.0,0.0,1.0,1,0.0,0,18.8,0.154,0.154,0.0,42.0041,9.0047,0.0,0.0,0.0,0.0,18.9216730475745,18.9216730475745,0.9288254511023627,0.3705175857965347,12,6,161
Ajaccio,19.0,2016-06-19 11:46:40+00:00,2016-06-19 12:54:18+00:00,67.63333333333334,0.0625,1.1828486939379004,80,0.5875,0,15.436000000000002,1.0101375000000001,4.821,1.4126855360951371,41.871911250000004,8.91629375,0.05450575394953829,0.06076136002292449,-0.023300000000006094,-0.09050000000000047,12.495554612151624,1.8726549258894056,0.8207444319635545,-0.3997666101087887,11,6,171
Ajaccio,20.0,2016-07-15 11:27:17+00:00,2016-07-15 11:30:44+00:00,3.45,0.0,1.1594202898550725,4,0.5,0,12.977500000000001,0.34650000000000003,0.92,0.3848172726546112,41.77295,8.7998,0.021980370030250246,0.07561053718453087,-0.023499999999998522,0.049300000000000566,17.663980482307487,16.17636705948496,-0.03148780357651353,-0.9141015748329777,11,7,197
Ajaccio,21.0,2016-07-23 05:36:07+00:00,2016-07-23 05:42:07+00:00,6.0,0.0,1.3333333333333333,8,0.75,0,20.92125,0.267875,0.631,0.19777941356109696,41.9743875,8.726025,0.07494608419199958,0.0948486576454447,0.06099999999999994,-0.09810000000000052,13.169235786240995,7.557895133382883,-0.5441019745230914,0.3423493729013972,5,7,205
Ajaccio,22.0,2016-07-24 10:39:08+00:00,2016-07-24 12:29:20+00:00,110.2,0.029288702928870293,4.337568058076225,478,0.7447698744769874,0,12.072029288702929,1.1304016736401674,4.995,1.5110210418270662,41.85130815899582,8.878100836820085,0.06204915036625256,0.09196350497168819,-0.11599999999999966,-0.16300000000000026,13.877808198118489,2.811795278653737,0.48480054414199136,-0.4951443877672991,10,7,206
Ajaccio,23.0,2016-08-11 13:40:22+00:00,2016-08-11 14:31:54+00:00,51.53333333333333,0.0,0.05821474773609315,3,0.0,0,52.79,1.4643333333333333,4.048,2.2398219423278567,41.97396666666667,9.001966666666666,0.09413640811786472,0.02197324130239575,0.15820000000000078,-0.023699999999999832,19.419054695107025,19.052266658900585,0.9038324263450553,0.24029584963905806,13,8,224
Ajaccio,24.0,2016-08-30 12:59:22+00:00,2016-08-30 13:22:33+00:00,23.183333333333334,0.0,0.4744787922358016,11,0.8181818181818182,0,7.359090909090909,2.005,4.987,1.9422585306801976,41.997263636363634,8.980745454545454,0.03775622525431512,0.06083239866446784,-0.048900000000003274,0.0009999999999994458,17.817778607189283,13.46290841950321,0.8497401713368451,0.39256560443735766,12,8,243
Ajaccio,25.0,2016-08-30 14:03:14+00:00,2016-08-30 14:07:52+00:00,4.633333333333334,0.0,3.6690647482014387,17,0.8235294117647058,1,20.89764705882353,0.8751176470588236,4.382,1.4113504119438651,41.93116470588235,8.9971,0.0193355870474783,0.011620402316615567,0.008700000000004593,-0.03850000000000087,16.205706407643518,13.125789827973064,0.9949717197423463,0.037023602480999604,14,8,243
Ajaccio,26.0,2016-08-31 11:37:17+00:00,2016-08-31 12:10:33+00:00,33.266666666666666,0.0,1.0821643286573146,36,0.5833333333333334,1,12.955277777777777,0.8841944444444446,4.531,1.436623577687716,41.91087777777777,8.980913888888889,0.06037020131115322,0.030602774409966664,0.1512999999999991,-0.06869999999999976,16.232754489517482,11.761375073185034,0.9423179614917504,-0.06800519408280975,11,8,244
Ajaccio,27.0,2016-08-31 13:26:13+00:00,2016-08-31 13:36:52+00:00,10.65,0.0,0.8450704225352113,9,0.4444444444444444,1,15.139999999999999,0.15888888888888889,0.501,0.14835973547803027,41.82691111111111,8.911033333333334,0.015186708369857947,0.014716657229139956,0.0013999999999967372,0.02459999999999951,14.047977098077574,11.421064172142048,0.7417850298146105,-0.6635607520533598,13,8,244
Ajaccio,28.0,2016-09-06 22:17:38+00:00,2016-09-06 23:01:16+00:00,43.63333333333333,0.03888888888888889,4.125286478227655,180,0.8,0,10.160222222222222,0.9671555555555555,4.958,1.3421494967985768,41.90719611111111,8.664814444444444,0.06955694051364598,0.05929222124098267,0.03549999999999898,-0.07599999999999874,14.150701040720401,3.038778435041204,-0.8408613461642624,-0.12792956339443337,22,9,250
